Title,Instructor,Description,Rating,User_vote,Total_hours,Lecture,Level
React js   Let s build a Tic Tac Toe game ,Daryl Duckmanton,Helping you build your React js portfolio,4.7,16,2.0,27,Intermediate
Practical Machine Learning with Python,Arunachala Damodar,Python  Numpy  Pandas  Matplotlib  Seaborn   Statistics And Machine Learning  both Supervised and Unsupervised Learning ,4.6,16,12.5,164,All Levels
Code with Ruby   Ruby Programming,EDU CBA,A comprehensive coding with the Ruby Programming  starting from scratch and moving to advanced coding techniques ,2.8,16,32.0,250,All Levels
React  3 Steps to Master React with Redux for Beginners,Dr  Chris Mall   25 000  Students Worldwide,Learn React with Redux like a Pro  Start from the basics and go all the way to creating your own interactive React webapps,4.1,16,5.5,52,All Levels
Do It Yourself Website Development,Thomas Bell,Build Simple Custom Websites From Scratch with Completely Free Tools,4.6,16,9.5,72,Beginner
Build a Sales Funnel from Scratch  Email Marketing with Wix,Casey Chan,Get started with E mail marketing with this free solution ,3.9,16,31.0,6,Beginner
Learn Cordova From Scratch   Visual Studio and Mac,SkillBakery Studio,Build cross platform mobile apps for Android and iOS,3.0,16,2.0,45,All Levels
LEARNING PATH  Powerful User Interfaces with Unity and Canvas,Packt Publishing,Build the finest gaming interfaces with Unity and Canvas,3.2,16,4.0,25,Beginner
Learning Path  Learn Functional Programming with JavaScript,Packt Publishing,Become a functional programmer by building and testing web applications,3.2,16,6.5,35,Beginner
Data Science with Python for Students and Beginners,Robolabz STEM School,A crisp start in Data Science and Analysis using Numpy  Scipy  Sympy  Matplotlib  Pandas with live examples  ,3.7,16,4.5,30,Intermediate
SAS for Data Science,Nishant Pandey,Data Science  Sas Macros  Sas SQL  Sas Programming,4.4,16,7.5,38,All Levels
Angular Essentials  A Practical Guide,Antonio Papa,Angular 10  Angular Animations  Typescript  Docker  Charts with c3 js part of d3 js   Upload Images  Export CSV,4.8,16,3.5,39,Beginner
Angular Essentials  A Practical Guide,Antonio Papa,Angular 10  Angular Animations  Typescript  Docker  Charts with c3 js part of d3 js   Upload Images  Export CSV,4.8,16,3.5,39,Beginner
Unity from Zero to Proficiency intermediate,Patrick Felicia,A step by step guide to coding your first game in CHash with Unity,4.6,16,6.5,86,Intermediate
Data Science   The Complete Guide incl  Python and R,Thinkahead Academy  LLC ,Learn how to develop and deploy your data science projects with the most popular end to end platform   Anaconda ,3.1,16,9.0,74,All Levels
SignalR Mastery  Become a Pro in Real Time Web Development,Kevin Griffin,Lessons from a Microsoft MVP,4.9,16,6.5,33,All Levels
PHP PDO  Custom Exception Handler  Namespaces for E commerce,Sebastian Sulinski,New PDO Database class wrapper  Custom Exception Handler and use of Namespaces  3rd add on for E commerce series ,4.3,16,6.0,147,All Levels
CHash And Visual Studio Productivity Masterclass,Denis Panjuta  Tutorials eu by Denis Panjuta,Double Your Coding Speed Using CHash  Visual Studio  Resharper And Other Powerful Extensions,4.5,16,2.5,66,All Levels
The Hash1 Python Data Scientist  Sentiment Analysis and More,Mammoth Interactive  John Bura,Build Projects with Machine Learning  Text Classification  TensorFlowNumPy  PyPlot  Pandas  and More in Google Colab   ,4.7,16,16.5,105,Beginner
Data Structures and Algorithms CRASH Course 2021,Shan A ,Quickly prepare for Coding Interviews  Write more efficient and performant code by learning Data Structures and Algorithms,4.1,16,2.0,12,All Levels
Video Game Design for Kids,Shawn Walk,Help your child create their own video game to share with their friends ,4.6,17,3.0,12,Beginner
Build a rental car website from scratch,Eldor Togaymurotov,Online Car Rental Service,4.7,16,14.5,124,Beginner
Google Apps Script Create a Project Management App Project,Laurence Svekis,Introduction to using Google Apps Script to create a GSuite integrated project management app within Spreadsheets,4.1,16,2.5,38,All Levels
Heart Attack and Diabetes Prediction Project in Apache Spark,Bigdata Engineer,Disease Prediction 2 Projects in Apache Spark ML  for beginners using Databricks Notebook  Unofficial  Community edition,3.6,16,3.0,19,Beginner
Embedded RTOS  Hands on using an STM32 ARM Cortex M4,Panagiotis Gnafakis,Learn the fundamentals of Embedded Real Time Systems using CMSIS RTOS on a Cortex M4 using the STM32F429 Discovery 1 kit,4.1,16,3.0,15,Beginner
Complete Dart programming,Igneus Technologies,Master Dart programming language for flutter or web development,4.0,16,5.0,37,Beginner
Multi Paradigm Programming with Modern CPlusPlus,Packt Publishing,Write clean  fast  concurrent code with key features of CPlusPlus 14 17  and now 20 ,4.4,16,7.5,64,Beginner
Host A Blazing Fast Static Website On Amazon AWS,Christopher Lee,Relevant for  2017   This course is a guide to get your website hosted on Amazon AWS quickly ,4.2,16,31.0,12,All Levels
PhaserJS Game Development,Sabatino Masala,Learn HTML5 Game Development in PhaserJS ,4.2,16,1.5,11,All Levels
Java Collections And Generics,Sera Nguyen,Move your Java skills to the next level by mastering Java Collections Framework and Generics,3.4,16,2.0,48,Intermediate
Data Science for E commerce   Complete Crash Course 2021,The Click Reader  Merishna Singh Suwal,A complete crash course explaining the applications of Data Science for the E commerce industry ,3.8,16,32.0,10,All Levels
Practical Reactive Streams with Akka and Java,Matt Greencroft  Virtual Pair Programmers,Learn how to build asynchronous  non blocking reactive streams with back pressure   a really practical hands on course,4.6,16,8.5,65,Expert
Sikuli Automation Using Java and Python Plus 5 Kickass Projects,Nishit Maru  Three Millennials,Learn SikuliX Automation in Java and Python and create real world applications  Learn how to automate any Application,3.0,15,5.5,18,All Levels
Getting Started with SQL Server 2017 and  NET Core,Manish Narayan,SQL Server 2017  SSMS  and  NET Core,4.2,15,2.5,30,All Levels
Learn python from zero to hero,Veershetty Dagade,This Course Comprises of study about Python language  Python allows user to develop both window and web based applications,4.0,15,4.5,18,Beginner
Learn Cisco AppDynamics APM and DevOps,Vaga Notes,Quickstart Investigations into production issues  user behaviour and application performance,3.9,15,3.0,32,All Levels
Learn Basic Microsoft Razor with JQuery and Visual Studio,E Learning Lab,Learn the Fundamentals of Programming with Microsoft Razor  JQuery  SQL and Visual Studio 2013 for Web ,3.7,15,9.5,47,Beginner
IntelliJ IDEA   Your Beginner Java Programming Course,Programming Tut,Take your first step into the world of programming with this beginner course on Java  Become a programmer today ,4.3,15,1.5,16,Beginner
Learn MEAN Stack By Building  A ToDo App,Eduonix Learning Solutions  Eduonix Tech  ,Master Mongo  Node  Express and Angular 2 in One Single Course,4.0,15,1.5,10,Beginner
Unit testing for Go developers,Vinicius Oliveira Silva,Learn how to test your Go code with real world examples,4.2,15,2.0,18,Intermediate
Managed NoSQL Database In The Cloud   Amazon AWS DynamoDB,TetraNoodle Team  Manuj Aggarwal,Work with Tables  Partition  Indexes  Encryption and Database Administration   In The AWS Cloud With AWS DynamoDb,3.5,15,4.5,31,All Levels
Complete Guide to Webpack for React Development  3 in 1,Packt Publishing,Learn everything needed to build your own modern stateful web applications with webpack,3.7,15,9.0,64,Beginner
MERN Stack Full Ecommerce Site   Using React  Redux  Node js,Ghulam Abbas,Build Powerful MERN Stack Ecommerce Project using React  Redux  Node js  Express  MongoDB  Stripe from DEV to DEPLOYMENT,4.4,15,20.0,130,All Levels
Deploying Ruby on Rails Application in Your Own Server,Saroar Khandoker,Learn How To Deploy Ruby on Rails To Your Own Securely Setup Ubuntu 14 04 Server,3.1,15,1.0,22,All Levels
AWS For CHash  NET Developers,Amr Swalha,Learn how to use AWS with CHash  NET and using AWSSDK NET,3.7,15,2.5,39,All Levels
MERN Stack Full Ecommerce Site   Using React  Redux  Node js,Ghulam Abbas,Build Powerful MERN Stack Ecommerce Project using React  Redux  Node js  Express  MongoDB  Stripe from DEV to DEPLOYMENT,4.4,15,20.0,130,All Levels
The Complete Java Course Master Class for Beginners,Nderim Bytyqi,Start learning Java  one of the most popular programming language in the world  Together we will build some nice apps ,3.9,15,11.5,82,Beginner
The Mainframe Development Course   JCL,Naveen Kumar A,learn how to code  JCL program in mainframe system very fast,2.0,15,2.0,19,All Levels
Learn Kotlin by Developing Android Apps,Packt Publishing,Grasp the intricacies of Kotlin and equip yourself to develop premium Android apps from novice to pro,4.6,15,7.0,37,Intermediate
Java SE New Features  Covers Versions 9  10  11  and 12,Packt Publishing,Get equipped with the latest features to sharpen your Java development skills,3.5,15,2.0,14,Beginner
Mastering python   From Scratch,Yasser Abbass,Mastering Python From Scratch will teach you Python  MongoDB  Threading  Multiprocessing  Asyncio and Flask,4.6,15,22.0,274,All Levels
Learn Oracle Database Upgrade   Oracle 11g to 12c upgrade,Zulqarnain Hayat,Start learning how to upgrade Oracle databases and learn hands on approach step by step from Oracle 11G to Oracle 12c,3.8,15,2.0,14,All Levels
Java Swing GUI Programming Learn by Practicing from Zero,Sarkhan Rasullu,Learn how to create desktop applications in a quick way by practicing ,4.5,15,1.5,9,All Levels
Mastering Relational Database Service in Amazon AWS,Ayman Rabi,Learn everything you need to know about RDS in the AWS cloud including security  monitoring and disaster recovery ,4.5,15,6.0,57,All Levels
Strongly Typed Next js,Michael Stromer,Create a full stack web application with Next js  TypeScript and GraphQL,4.6,15,6.5,92,All Levels
Lambdas in Java 8,Boras Developer Academy  ai1045 ,Learn Java from an Oracle Certified Java Programmer,4.1,15,1.5,8,Intermediate
Mastering Coroutines in Unity,Alexander Urik,Master Coroutines and create UI Animation system to drive your games,3.8,15,5.0,47,Intermediate
MySQL Interview Questions Preparation Course,KnowledgePowerhouse  ,Learn everything about MySQL  Save time in Interview preparation ,4.2,15,1.5,34,All Levels
Clojure Introduction  Learn Functional Programming,Peter A,Start with functional programming,3.5,15,1.5,39,Intermediate
Complete Customizer Development For WordPress Themes Plugins,Bruce Chamoff,Use best practices and coding standards with the Theme Customizer to create theme options for any WordPress theme plugin,4.4,15,5.5,43,All Levels
MySQL Interview Questions Preparation Course,KnowledgePowerhouse  ,Learn everything about MySQL  Save time in Interview preparation ,4.2,15,1.5,34,All Levels
Advanced Predictive Techniques with Scikit Learnand TensorFlow,Packt Publishing,Improve the performance predictive models  build more complex models and use techniques to improve quality of your predi,4.1,15,3.5,18,Intermediate
RactiveJS Fundamentals for Web Developers,Eduonix Learning Solutions  Eduonix Tech  ,A complete manual to get you started on the powerful RactiveJS library,4.0,15,4.0,33,Intermediate
Build Test Automation Framework using Java from scratch,Adrian Maryniewski,Up to date video course about basics of Selenium WebDriver  2020 version  ,4.0,15,1.5,28,Beginner
Big Data Analytics  with PySpark Plus Tableau Desktop Plus MongoDB,EBISYS R D,Integrating Big Data Processing tools with Predictive Modeling and Visualization with Tableau Desktop,4.6,16,4.5,27,All Levels
App Games Producer Course  A to Z App Publishing for All,Elaine Heny,Learn how to reskin iPhone and iPad mobile games  For the COMPLETE BEGINNER  Includes many PRO tips and tricks as well ,4.3,15,4.0,16,All Levels
Angular and Laravel  A Practical Guide with Docker,Antonio Papa,Laravel 8  Angular 10  Docker  Laravel Sanctum  Login with HttpOnly Cookies  Upload Images  Export CSV Open API Swagger ,4.1,15,6.5,74,Beginner
Javascript   A 3 Step Process to Master Javascript Plus Tips,Dr  Chris Mall   25 000  Students Worldwide,Learn Javascript like a Pro  Start from the basics and go all the way to creating your own Javascript Apps and Games ,4.2,15,3.5,21,All Levels
HTML and HTML5 Crash Course for Entrepreneurs,Devwebtuts 24 7,Start Your Web Development Career by Learning HTML and HTML5 ,4.5,15,3.5,51,All Levels
Machine Learning  Data Analysis 2017,EDULearning Academy  Inc,Machine Learning is  the most up to date technique in data analysis  Learn this course and enjoy the top paying jobs ,3.1,15,3.0,20,All Levels
Build a 2D CastleMania Horror Unity Game with Sound Effects ,Mammoth Interactive  John Bura,Make your first complete game with sound effects  Learn CHash as you code an awesome retro platformer for the App Store,4.7,15,13.5,92,Beginner
