Instructor,User_vote,Total_hours,Lecture,Level,Rating
Nilay Mehta  Tutorials Team,24,4.0,38,All Levels,4.1
John Mark Osborne,24,11.0,78,Expert,4.3
Hiba EL Darwish,24,1.0,14,All Levels,4.3
AI Sciences  AI Sciences Team,24,14.0,105,All Levels,4.2
Syed Raza  ClayDesk E learning  Syed Ali  Qasim Shah,24,2.5,24,All Levels,4.4
Packt Publishing,24,2.5,30,Intermediate,3.0
Yohann Taieb,24,1.5,35,All Levels,4.1
Know Store,24,2.5,25,All Levels,3.6
Packt Publishing,25,3.0,27,Beginner,4.3
RapidDev Pro,24,5.0,62,All Levels,4.5
Packt Publishing,24,2.0,18,Intermediate,4.1
Zaoui Abdelillah,24,4.0,23,All Levels,4.0
Toufiq Elahy,24,3.0,30,All Levels,4.6
Walter Dombrowski,24,1.0,20,All Levels,3.9
Hubert Jakubiak,24,14.5,80,All Levels,4.3
Pankaj Anadure,24,4.5,29,Beginner,4.8
Dee Aliyu Odumosu  Jason Taylor,24,4.0,64,Intermediate,4.8
Jeff Batt,24,3.0,29,All Levels,4.6
Herman Martinus,24,43.0,6,Beginner,4.3
Luk   Luk  ,24,3.0,32,Beginner,4.4
Zulqarnain Hayat,24,4.0,76,Beginner,4.2
Ahmed Fathy  MSc,24,13.5,83,All Levels,4.7
Arun Ammasai,24,5.5,38,Intermediate,4.7
Ashish Agarwal,24,8.5,9,All Levels,4.4
Metla Sudha Sekhar,24,19.0,201,All Levels,4.0
Sanketh Shanbhag,24,6.0,20,All Levels,3.9
Jesiza Leviana,24,2.0,19,Beginner,3.3
Stone River eLearning,24,4.0,47,Beginner,2.9
Craig Blewett  Sarah Blewett,24,3.0,31,All Levels,4.1
Zeph Cohen,24,3.5,21,Beginner,4.8
Dhoyazan Adbo Othman,24,1.0,14,All Levels,3.5
Rahul Sahay,24,5.5,74,All Levels,4.5
Nicolaas Kock,25,2.0,23,Intermediate,3.6
Pranjal Srivastava  Harshit Srivastava,24,6.5,57,All Levels,4.2
Estefania Cassingena Navone,24,1.5,86,Beginner,4.7
Vaga Notes,24,2.0,33,All Levels,3.6
Arun Ammasai,24,3.5,34,All Levels,4.4
Christopher Batey,24,4.5,31,All Levels,4.7
   ,24,1.5,14,Intermediate,2.0
Najib Mozahem,24,3.0,29,Beginner,4.7
Bluelime Learning Solutions,24,4.0,41,Beginner,3.9
B Praveen Kumar,24,1.0,13,All Levels,4.2
Dove   Virtual Teacher,24,4.0,22,All Levels,4.0
ARdeveloper TT,24,3.0,47,Intermediate,3.9
Abeer Shiekh Shaaban,24,1.0,11,All Levels,4.0
Muhammad Ismail,26,1.5,15,All Levels,4.8
Artech Learning  LLC ,24,1.5,21,All Levels,3.4
Bluelime Learning Solutions,24,3.0,32,Beginner,3.5
Packt Publishing,24,5.0,45,Intermediate,4.3
Jan Thielemann,24,11.0,84,Intermediate,4.9
Evergreen Technologies,24,2.0,22,Beginner,3.7
Artemakis Artemiou,24,6.0,82,All Levels,4.2
Packt Publishing,24,15.0,87,Intermediate,4.0
Harshit Srivastava,24,3.0,29,All Levels,3.9
Nikoloz Sanakoevi,24,1.0,19,Beginner,3.6
Bluelime Learning Solutions,24,5.0,41,Beginner,3.9
Muni Kumar Gopu V R,24,2.5,36,Beginner,4.2
Nikoloz Sanakoevi,24,1.0,19,Beginner,3.6
ZEESHAN ARSHAD,24,7.0,80,Beginner,4.5
Bluelime Learning Solutions,24,5.0,41,Beginner,3.9
Muni Kumar Gopu V R,24,2.5,36,Beginner,4.2
Danny James,24,6.0,43,All Levels,4.6
Bluelime Learning Solutions,24,42.0,10,Beginner,2.8
Packt Publishing,24,1.5,23,Beginner,3.5
Usman Raoof  Fahad Chaudhry,24,2.0,15,All Levels,3.6
Packt Publishing,24,2.5,22,Beginner,4.1
Catalin Stefan,24,4.0,26,All Levels,4.4
App Store Success,24,3.5,45,All Levels,3.7
Harshit Srivastava,24,2.0,19,All Levels,4.1
Elementary Learners,24,2.0,38,All Levels,2.7
Vinay Phadnis,24,9.5,70,All Levels,3.3
Mehul Mohan,24,2.0,29,Beginner,4.7
Md Irshad Ansari,24,1.5,13,Intermediate,4.4
SmartBase Analytics,24,1.5,14,All Levels,3.7
Eduonix Learning Solutions,24,2.0,11,Beginner,4.4
Packt Publishing,24,3.5,27,Intermediate,3.9
Mehul Mohan,24,3.0,28,Beginner,4.1
Sandeep Soni,24,25.5,72,Beginner,4.0
Stone River eLearning,24,4.0,63,All Levels,3.1
Learn Programming,24,3.0,25,Beginner,4.2
my bringback,24,2.5,26,All Levels,3.1
Mateusz Ju ci ski  Agnieszka Nowak  Robert Norenberg,24,2.0,29,Beginner,3.7
Chris Converse,24,2.5,33,Intermediate,4.6
Bluelime Learning Solutions,24,4.0,43,Beginner,3.5
Toshendra Sharma,23,43.0,7,Beginner,3.9
Rudra Jikadra  Three Millennials,23,2.0,14,Beginner,4.0
Venkata NarasimhaRao Vutla,23,6.5,7,All Levels,4.3
Cory Stahle,23,8.5,50,Beginner,4.4
Muhammad Hamza AbdulRehman,23,2.0,22,Beginner,4.0
Packt Publishing,23,14.0,79,Beginner,3.8
Ankita khanna,23,6.0,28,All Levels,3.1
Raja Biswas  Charger Games,23,8.5,41,Beginner,4.0
Walter Dombrowski,23,2.5,44,Intermediate,4.1
SAAK Academy  Group of Technical architects Trainers 7 000  Students Worldwide,23,3.5,32,All Levels,2.6
Vishal Saxena,23,1.5,7,All Levels,3.9
Bluelime Learning Solutions,23,4.5,47,Beginner,4.0
Techno Crats,23,3.0,33,All Levels,2.7
Packt Publishing,23,3.0,33,Beginner,4.6
Bita Mirshafiee,23,37.5,268,All Levels,4.6
Stone River eLearning,23,8.0,31,All Levels,3.8
Dan We,23,2.0,15,Beginner,4.7
Infinite Skills,23,7.5,81,All Levels,3.7
Rahul Rampurkar,23,4.0,10,Intermediate,4.6
Sandeep Soni,23,6.0,20,Beginner,4.6
Bluelime Learning Solutions,23,2.0,27,Beginner,4.1
Milos Stevic,23,6.5,12,All Levels,4.3
Olawuyi Segun Orisunola,23,23.5,186,All Levels,4.5
Jessa Michaels,23,2.0,26,Beginner,4.2
Roosh Reddy,23,31.0,7,Beginner,4.4
Harshit Srivastava,23,2.5,21,All Levels,3.4
Nathan Farrer  aka Dapper Dino ,23,3.0,23,Intermediate,4.2
Le Deng,23,4.5,30,Beginner,3.9
Mohammed El amin Gasboui,23,2.0,19,Intermediate,3.7
Packt Publishing,23,4.0,42,Expert,4.2
Naeem Hussain,23,2.0,30,Beginner,3.9
John Bura,23,83.5,346,Beginner,4.1
Kabeer Khan,23,7.5,98,All Levels,3.7
Rajan Bhatia,23,33.0,13,Beginner,3.3
Packt Publishing,23,3.0,51,Beginner,3.9
aseem sethi,23,40.0,8,Beginner,2.8
Icaro Lavrador,23,5.0,63,Intermediate,4.6
Icaro Lavrador,23,5.0,63,Intermediate,4.6
Yohann Taieb  Le Thanh Hai,23,1.5,27,All Levels,3.4
Tomek Lecki,23,10.5,59,Beginner,4.5
Raja Vikram,23,2.0,17,All Levels,3.6
Manu Mitra  Frahaan Hussain,23,4.0,8,Beginner,2.5
Alfa e Learning,23,3.0,47,Intermediate,3.1
Dhruv Bais,23,4.0,39,Beginner,2.8
Naveen Kumar A,23,1.0,7,All Levels,2.3
Packt Publishing,23,3.5,37,Beginner,4.4
PHD App Labs,23,1.0,15,All Levels,3.7
Alex Nagy,23,1.0,31,All Levels,3.0
Mammoth Interactive  John Bura,23,27.0,79,Beginner,4.0
Islem Maboud,23,8.0,24,Intermediate,2.5
Coding Cafe,23,8.0,19,All Levels,3.8
Muhammad Ismail  Jack Bosma,23,1.5,18,All Levels,5.0
Shiv Onkar Deepak Kumar,23,9.5,64,All Levels,3.8
Shiv Onkar Deepak Kumar,23,9.5,64,All Levels,3.8
Rob Merrill,23,6.5,82,Beginner,5.0
TELCOMA Global 68 000  Students ,23,4.5,28,All Levels,2.7
Sandip M,23,4.5,50,Intermediate,4.5
PHD App Labs,23,1.0,15,All Levels,3.7
Islem Maboud,23,8.0,24,Intermediate,2.5
Coding Cafe,23,8.0,19,All Levels,3.8
Alex Nagy,23,1.0,31,All Levels,3.0
Mammoth Interactive  John Bura,23,27.0,79,Beginner,4.0
Muhammad Ismail  Jack Bosma,23,1.5,18,All Levels,5.0
Insculpt Technologies,23,3.5,52,Intermediate,2.9
PHP   Academy,23,1.0,15,All Levels,3.5
Ireneusz Erik Owsiak,23,8.5,60,Beginner,3.5
Tasbiha Asim,23,33.0,13,Beginner,3.6
Akshay Bhardwaj,23,2.0,15,All Levels,3.8
Packt Publishing,23,3.5,28,Expert,3.7
Andi Setiyadi,23,16.0,50,Beginner,4.4
Dan We,23,4.0,36,Beginner,4.3
Packt Publishing,23,11.0,51,Expert,4.4
Antonio Papa,23,15.0,157,All Levels,4.4
Syed Shabbir,23,2.0,8,Beginner,3.8
Bigdata Engineer,23,1.5,109,Intermediate,3.0
Mick Knutson,23,3.5,47,Intermediate,3.7
Edionik Solutions,23,2.5,32,All Levels,3.5
Laurence Svekis,23,1.5,42,Beginner,4.4
Debasis Jena,23,14.5,35,All Levels,4.5
Testing World,23,2.0,26,All Levels,4.4
Richard Stibbard,23,6.5,99,All Levels,5.0
Stone River eLearning,23,2.5,26,Intermediate,4.6
Bluelime Learning Solutions,23,2.0,22,Beginner,4.1
Rodion Chachura,23,1.0,11,All Levels,4.0
Vatan Bansal,23,3.5,20,Beginner,3.6
Riya Mishra,23,3.0,52,All Levels,3.8
Packt Publishing,23,2.5,26,Beginner,4.1
Magic Coding,23,23.5,102,All Levels,3.6
James Doyle,23,9.0,70,Beginner,4.9
Rana Shahzad,23,1.5,6,All Levels,2.8
Talha Ocak  ,23,2.5,19,Intermediate,3.5
Arthur Wollocko,23,9.0,99,Beginner,4.3
Packt Publishing,23,3.5,29,Intermediate,3.8
Online Web Tutor,23,16.0,92,All Levels,4.5
Aleks Krause,23,10.0,80,Intermediate,4.2
Kartik Agrawal,23,6.5,47,All Levels,4.3
B  ra Fenerci,23,7.0,93,All Levels,4.4
Vaga Notes,23,2.5,60,All Levels,3.3
Himayatullah Sharief,23,30.5,198,Beginner,4.4
IO LEARN,23,1.0,13,All Levels,3.7
Anant Rungta,23,2.5,20,Beginner,4.7
Aleks Krause,23,10.0,80,Intermediate,4.2
Himayatullah Sharief,23,30.5,198,Beginner,4.4
Tim Buchalka s Learn Programming Academy  Kevin Murphy,23,15.0,97,Intermediate,4.6
Biswanath Ghosh,23,16.5,105,All Levels,4.7
Packt Publishing,23,5.0,37,Beginner,4.1
Emmanuel Asante,23,19.5,232,Intermediate,4.5
Amir J,40,36.0,217,All Levels,4.7
Lee Davies,23,1.5,7,Beginner,4.4
Alfred Reinold Baudisch,23,1.5,17,Beginner,3.8
Khaqan Chaudhry,23,2.0,28,Intermediate,3.9
Yogesh Patel,23,2.0,11,Beginner,3.5
James Leopardi,23,10.0,67,All Levels,4.3
Mammoth Interactive  John Bura,23,27.0,187,All Levels,3.9
VICONIC Development,23,1.5,18,All Levels,3.9
Sassan Behzadi,23,3.0,33,Beginner,4.5
Nick Sarno,23,14.0,66,All Levels,4.9
Mammoth Interactive  John Bura,23,123.5,543,All Levels,4.4
Laurie Gray,23,11.0,137,Beginner,4.3
Loony Corn,23,3.5,14,All Levels,4.9
Jason Humphrey,23,34.0,5,Beginner,3.9
Ghafran Abbas,23,1.5,17,All Levels,4.4
Nick Sarno,23,14.0,66,All Levels,4.9
Peng Xiao,22,2.0,33,Intermediate,4.4
Packt Publishing,22,3.5,27,Intermediate,3.5
Pronoy Kumar  MD  Hasanur Rahaman Hasib,22,32.0,7,All Levels,2.7
Laurence Svekis,22,1.0,18,Beginner,4.6
Scott Gardiner,22,1.5,18,Beginner,4.0
K Sathyaprakash Reddy,22,8.0,48,Intermediate,3.8
Benjamin Rhine,22,1.0,17,Beginner,3.4
German Muzquiz Rodriguez,22,3.0,26,Intermediate,3.8
TetraNoodle Team  Manuj Aggarwal,22,4.0,20,All Levels,3.8
Edulearners Technologies,22,4.0,47,All Levels,3.0
German Muzquiz Rodriguez,22,3.0,26,Intermediate,3.8
Devansh Varshney,22,4.5,24,All Levels,4.3
Rob Baker,23,26.5,123,All Levels,4.6
Packt Publishing,22,6.0,93,Expert,4.2
Stephen DeStefano,22,8.5,70,All Levels,4.7
Usama Albaghdady,22,2.5,31,Intermediate,3.8
Evergreen Technologies,22,2.5,18,Beginner,3.9
SkillBakery Studio,22,3.5,38,All Levels,3.9
Laurence Svekis,22,2.0,21,All Levels,3.9
Stone River eLearning,22,2.0,13,Intermediate,4.7
Eduonix Learning Solutions  Eduonix Tech  ,22,1.5,8,Intermediate,3.3
Aipython India,22,4.5,35,All Levels,4.6
Senol Atac,22,5.0,76,All Levels,3.7
Kathryn Hodge,22,2.0,32,Beginner,4.8
Senol Atac,22,3.0,51,All Levels,3.5
AMOL RAI,22,2.0,16,All Levels,3.4
Senol Atac,22,3.0,51,All Levels,3.5
Aipython India,22,4.5,35,All Levels,4.6
Bluelime Learning Solutions,22,2.5,23,Beginner,4.3
Luis Carlos,22,5.0,68,All Levels,4.1
Paul Halliday  BSc Hons ,22,2.0,31,Beginner,4.3
Packt Publishing,22,2.0,19,Beginner,4.1
Scott Reynolds  Dave Haggblad,22,3.0,22,Intermediate,4.5
Lisa Catalano,22,4.5,57,Intermediate,4.3
K Sathyaprakash Reddy,22,36.0,195,Beginner,4.0
Roberto Ostinelli,22,3.5,27,Beginner,4.6
Eyas Mattar,22,4.5,49,All Levels,3.7
Naveen Kumar A,22,33.0,8,All Levels,3.5
A O,22,6.0,72,Beginner,4.6
Mahesh P,22,39.5,12,All Levels,4.0
Charles Svetich,22,8.0,48,All Levels,4.5
Gary Li,22,4.5,48,Beginner,4.0
Dylan Dugan,22,1.5,6,Beginner,4.0
Orlando Quero,22,14.0,49,Intermediate,4.7
ClayDesk E learning  Syed Raza  Qasim Shah  Syed Ali,22,3.5,29,Beginner,4.0
Ali Raza Sardar Ali,22,3.5,20,All Levels,4.1
Chris Navarre,22,8.0,49,Beginner,3.9
Tanner Siciliano,22,8.0,118,Beginner,4.3
Troy Shu,22,1.0,24,Intermediate,4.3
Shaping Edge  Three Millennials,22,3.0,15,All Levels,4.5
Mohammad Azam,23,3.5,34,All Levels,4.6
Shuja Sardar,22,31.0,20,All Levels,3.9
MUHAMMAD AMAAN,22,7.0,75,All Levels,3.6
Loony Corn,22,5.5,23,All Levels,5.0
Crypters Infotech,22,3.5,25,All Levels,4.3
Packt Publishing,22,4.0,33,Expert,3.8
Packt Publishing,22,3.0,37,Intermediate,4.5
Amit Navgire,22,6.5,24,Beginner,4.4
Irek Mirgaleev,22,1.0,28,Intermediate,4.2
Ryan Dhungel,22,3.0,22,All Levels,4.4
Volkan Kutlubay,22,4.0,21,Beginner,3.7
QScutter Tutorials,22,3.0,55,All Levels,3.7
Princi Lodhi,23,2.0,34,All Levels,3.9
Suresh Kumar Srivastava,22,5.5,90,All Levels,3.2
Elementary Learners,22,4.0,61,All Levels,3.5
Dr  Florian M ller,22,2.5,28,All Levels,4.0
Christopher Jackson,22,3.5,68,Beginner,4.7
Maksym Rudnyi,22,4.5,45,All Levels,4.0
Dr  Ali Feizollah,22,3.0,28,All Levels,3.8
Matthew Fried,22,12.0,115,All Levels,4.9
3dmotive LLC,22,1.5,16,Beginner,4.0
Oren Cohen,22,1.5,12,Beginner,3.8
Bluelime Learning Solutions,22,7.5,80,Intermediate,3.3
Sara Jean Underwood  Stephanie Elizabeth,22,4.0,35,Beginner,4.0
Ashwin Pajankar   50 000  Students Worldwide,22,14.5,111,Intermediate,4.0
EBISYS R D,22,4.5,21,All Levels,3.9
Laurence Svekis,22,1.0,14,Beginner,4.4
Dave Partner,22,10.5,52,All Levels,2.9
Tanzeel Ur Rehman,22,3.5,50,All Levels,4.1
Bryn Scully,22,40.0,10,Beginner,3.7
Packt Publishing,22,2.0,22,Intermediate,3.4
Justin Dike,22,5.0,26,All Levels,4.3
Charlie Chiarelli,22,8.0,36,Beginner,4.7
Dhhyey Desai,22,4.0,26,Beginner,4.4
Ethan Ballinger,22,35.0,6,Beginner,3.2
Online Web Tutor,22,16.5,92,All Levels,3.8
Nauman Sajid,22,18.5,113,All Levels,4.1
Bluelime Learning Solutions,22,4.5,46,Beginner,4.1
Emenwa Global  Zoolord Academy,22,3.0,24,Beginner,3.0
Naveen Kumar A,22,1.0,14,All Levels,4.1
Danny Boehm,22,6.0,80,Beginner,3.3
3dmotive LLC,22,1.0,9,Intermediate,4.2
Naveen Kumar A,22,1.0,14,All Levels,4.1
Bluelime Learning Solutions,22,5.5,46,Beginner,4.1
Packt Publishing,22,7.5,67,Intermediate,3.5
Jana Bergant,22,2.5,34,Intermediate,3.9
Elisha Kramer,22,6.5,53,Intermediate,4.2
Nour Islam Mokhtari,22,8.5,62,All Levels,4.5
Bluelime Learning Solutions,22,5.0,54,Beginner,3.4
Infinite Skills,22,1.5,23,All Levels,4.9
Laurence Svekis,22,1.5,30,All Levels,4.4
Sera Nguyen,22,1.5,19,All Levels,3.8
Adarsh Menon,22,1.0,10,Beginner,4.2
Aaron Caines,22,11.0,92,All Levels,3.7
Testing World,22,2.5,30,Intermediate,3.8
Packt Publishing,22,5.0,42,Intermediate,4.2
  School of Game Design  ,22,6.5,83,Beginner,3.7
Packt Publishing,22,13.0,115,Beginner,3.6
Brett Hargreaves,22,7.0,58,All Levels,3.9
Vinay Phadnis,22,10.5,74,All Levels,4.0
Packt Publishing,22,6.0,79,Beginner,3.5
Techno Crats,22,3.0,53,All Levels,2.8
Massimiliano Alfieri,22,18.0,103,All Levels,4.8
Packt Publishing,22,6.0,29,Expert,4.4
Shiv Onkar Deepak Kumar,22,17.5,120,Intermediate,3.3
wholesky Clem,22,11.0,100,All Levels,2.5
Dhoyazan Adbo Othman,22,6.5,80,All Levels,3.7
Reshma Bidikar,22,4.5,57,All Levels,4.0
Sandeep Soni,22,18.5,58,Beginner,4.8
Packt Publishing,22,5.0,28,Beginner,4.6
John Dionysiou,22,4.5,28,Beginner,4.7
Sarthak Shrivastava,22,6.0,66,Beginner,4.2
Harshit Srivastava,22,6.5,54,All Levels,4.8
Packt Publishing,21,3.0,22,Beginner,4.2
Mike West,21,1.0,21,Beginner,3.9
Istiak Ahamed Sishir  Sobuj Mahbub,21,1.0,9,All Levels,1.8
Agus Kurniawan,21,2.5,36,All Levels,3.4
Can Perk,21,3.0,61,All Levels,3.6
Packt Publishing,21,4.0,56,Beginner,3.8
Pavan Adhav,21,5.0,44,All Levels,4.0
Packt Publishing,21,7.0,55,Beginner,3.1
Athena Sullivan,21,1.5,27,Beginner,3.8
Mammoth Interactive  John Bura,21,14.0,95,All Levels,3.9
Pranjal Srivastava,21,2.5,32,All Levels,4.6
Olalekan David Banjo,21,4.0,105,All Levels,4.6
Huw Collingbourne,22,2.0,28,Intermediate,4.7
Packt Publishing,21,19.0,125,Expert,3.9
247 Learning,21,2.5,21,Beginner,3.9
Dries Horions,21,1.0,13,All Levels,3.7
Sandeep Soni,21,6.5,27,Beginner,4.1
Amr Swalha,21,2.0,22,Beginner,3.7
Pranjal Srivastava,21,1.5,15,All Levels,3.6
Eduonix Learning Solutions  Eduonix Tech  ,21,4.0,42,All Levels,4.0
Packt Publishing,21,4.5,72,Intermediate,3.5
Bluelime Learning Solutions,21,3.5,32,Beginner,4.8
Packt Publishing,21,8.5,35,Intermediate,4.1
Harshit Srivastava  Pranjal Srivastava,21,3.5,38,All Levels,3.6
Akhmad Daniel Sembiring,21,2.5,69,Intermediate,4.1
Mohanraj Muthukumaran,21,1.0,62,All Levels,3.7
Anthony Wheeler  Evan Wheeler  Mike Wheeler,21,8.0,60,Beginner,4.5
Kapil Bhattarai,21,7.5,53,All Levels,4.6
Packt Publishing,21,5.5,55,All Levels,4.0
Packt Publishing,21,3.0,33,Expert,3.8
Jamiu Oloyede,21,1.0,18,All Levels,3.8
Olawuyi Segun Orisunola,21,4.0,39,All Levels,4.6
Supriyo Kundu,21,13.0,58,All Levels,4.6
Gianny Dantas,21,8.0,64,All Levels,4.7
Framework Television Inc ,21,3.0,44,Beginner,4.8
Mammoth Interactive  John Bura,21,38.0,254,Beginner,4.2
Packt Publishing,21,3.0,18,Expert,4.1
Mammoth Interactive  John Bura,21,8.0,60,All Levels,4.5
Kazi Ariyan,21,20.0,126,All Levels,4.0
Dr  Chris Mall   25 000  Students Worldwide,21,6.5,53,All Levels,4.9
Vaga Notes,21,2.0,27,Beginner,3.3
Sandip Bhattacharya,21,2.0,17,All Levels,4.2
Chris Richter,21,2.5,20,Intermediate,4.4
Bluelime Learning Solutions,21,7.0,84,Beginner,4.1
Mathew Tamin,21,3.5,45,Beginner,3.7
Packt Publishing,21,2.0,28,Intermediate,3.6
Packt Publishing,21,2.0,28,Intermediate,3.6
Ashwin Pajankar   50 000  Students Worldwide,21,13.0,103,Intermediate,3.6
Norbert B  Menyhart,21,26.0,203,All Levels,3.6
Loony Corn,21,3.0,24,All Levels,3.9
Eduonix Learning Solutions  Eduonix Tech  ,21,2.0,14,Intermediate,3.7
Basics Strong,21,6.5,87,Beginner,4.8
EDUmobile Academy,21,1.5,16,All Levels,4.2
The Apps Firm,21,2.0,19,Beginner,3.9
Simply edukator,21,5.0,37,Beginner,4.4
Fast   Easy Programming,21,6.5,76,All Levels,4.2
Kim Muellner,21,7.5,97,Beginner,4.2
Mammoth Interactive  John Bura,21,6.0,43,Beginner,4.3
SimpliCode Point,21,4.0,30,Intermediate,3.0
Stone River eLearning,21,4.0,35,All Levels,3.8
Oliver Carson,21,3.5,14,Beginner,4.6
Sunil K  Gupta,21,1.0,13,Beginner,4.1
Simply edukator,21,5.0,37,Beginner,4.4
Fast   Easy Programming,21,6.5,76,All Levels,4.2
Praveenkumar Bouna,21,2.5,42,Beginner,4.7
Basics Strong,21,6.5,87,Beginner,4.8
The Apps Firm,21,2.0,19,Beginner,3.9
EDUmobile Academy,21,1.5,16,All Levels,4.2
Kim Muellner,21,7.5,97,Beginner,4.2
Alexander Oni,21,8.0,81,All Levels,4.9
Packt Publishing,21,2.0,18,Intermediate,4.4
Laurence Svekis,21,2.0,21,Beginner,4.7
Packt Publishing,21,7.0,66,Beginner,3.6
BlueTech Academy  Inc ,21,1.5,21,All Levels,3.1
Jan Schulz  Matthias Daubenmerkl,21,22.0,193,Beginner,4.6
Dennis Lonmo,21,3.5,54,Beginner,4.5
Szymon Wolny,21,2.5,44,Beginner,4.1
Olawuyi Segun Orisunola,21,17.5,171,All Levels,4.9
Szymon Wolny,21,2.5,44,Beginner,4.1
Geoffrey Hubona  Ph D ,21,12.5,66,All Levels,4.4
Ibrahim Jamil,21,3.5,23,Intermediate,3.3
Mammoth Interactive  John Bura,21,13.0,85,All Levels,4.3
Timothy Kenny,21,2.0,9,All Levels,4.0
Laurence Svekis,21,3.5,37,Intermediate,4.0
Inside Code,21,8.0,51,Intermediate,4.9
Packt Publishing,21,7.0,65,Intermediate,4.4
Junaid Ahmed,21,11.5,106,Beginner,4.5
MindMekka  ,21,6.0,56,All Levels,4.2
Nilay Mehta  Tutorials Team,21,3.5,43,All Levels,3.7
MdJahidul Said  MD  Hasanur Rahaman Hasib,21,37.0,7,All Levels,2.8
Haider Malik,21,6.0,75,Beginner,3.2
Fast   Easy Programming,21,9.0,102,All Levels,4.6
Packt Publishing,21,3.0,31,Beginner,4.2
Arul ChristhuRaj Alphonse,21,9.0,52,Beginner,4.1
Vishal Saxena,21,7.0,15,Beginner,3.9
Paris Liakos,21,2.5,20,Beginner,4.6
Thomas Wiesner,21,1.0,15,Beginner,4.2
Infinite Skills,21,2.5,31,All Levels,4.2
Stan Silviu Valentin,21,13.5,166,All Levels,4.2
Packt Publishing,21,3.0,22,Intermediate,3.8
SACHIN NANDHA SABARISH J,21,32.5,82,Expert,4.2
QScutter Tutorials,21,9.5,58,All Levels,3.4
Anwer khan,21,2.0,15,Beginner,4.4
William Sherif,21,1.5,24,Intermediate,2.8
Packt Publishing,21,6.0,66,Intermediate,3.5
Octo Man,21,3.5,37,Beginner,4.3
Laurence Svekis,21,1.0,15,Intermediate,4.1
Usman Mughal,21,14.5,56,Beginner,4.5
Packt Publishing,21,3.0,35,Intermediate,4.0
Olawuyi Segun Orisunola,21,3.5,38,All Levels,4.8
Programming Knowledge,21,4.5,37,Beginner,4.0
Bluelime Learning Solutions,21,6.5,68,Beginner,4.3
Sai Acuity Institute of Learning Pvt Ltd Enabling Learning Through Insight ,21,4.0,9,Intermediate,3.7
Olga Polukhina,21,6.0,13,Beginner,3.5
Hamza Asif,21,6.5,86,Intermediate,4.3
  School of Game Design  ,21,3.5,40,Beginner,3.9
Nilay Mehta  Tutorials Team,21,6.0,74,All Levels,2.9
Ganesh D,21,2.5,19,Intermediate,3.0
Abhilash PIllai,21,1.5,10,All Levels,4.4
Le Deng,21,5.5,37,All Levels,4.0
Muhammad Luqman,20,1.0,17,Intermediate,3.9
Packt Publishing,20,3.0,25,Expert,3.7
Packt Publishing,20,2.5,31,Intermediate,4.1
Packt Publishing,20,9.5,111,Beginner,3.2
Programming Tut,20,3.5,52,Intermediate,4.0
Programming Tut,20,3.5,52,Intermediate,4.0
Victor Simion,20,2.0,28,All Levels,4.4
Packt Publishing,20,3.0,25,Expert,3.7
Packt Publishing,20,9.5,111,Beginner,3.2
Packt Publishing,20,7.5,65,Beginner,4.0
Piyush Srivastava,20,6.5,48,All Levels,4.5
Laurence Svekis,20,1.0,13,Beginner,3.7
The Code WareHouse,20,5.5,31,Intermediate,4.2
Mansur Omar,20,32.0,16,Beginner,4.1
Packt Publishing,20,2.0,30,All Levels,4.1
Skill Tree,20,8.0,80,Beginner,4.2
Bluelime Learning Solutions,20,1.0,12,Beginner,3.0
Nevyan Neykov,20,1.5,17,All Levels,4.4
Tech Force  Tech Force,20,4.0,55,All Levels,3.8
Stone River eLearning,20,2.5,33,All Levels,4.4
Gil Scholl,20,1.0,11,All Levels,3.3
Tech Force  Tech Force,20,4.0,55,All Levels,3.8
Octo Man,20,6.0,56,All Levels,4.1
Mike Cavaliere,20,2.0,22,All Levels,4.2
Sofia Kostiunina,20,1.5,27,Beginner,3.9
AI Sciences  AI Sciences Team,20,90.0,628,All Levels,4.5
J Preston,20,7.5,85,All Levels,4.0
Suraj Chandwani,20,3.0,17,Intermediate,2.9
One Day Code,20,4.5,35,Beginner,4.0
Diego Fernandez,20,6.0,56,All Levels,3.8
Roman Granskyy,20,2.5,35,Beginner,3.8
Packt Publishing,20,2.5,38,Intermediate,3.9
Michael D  Callaghan,20,2.0,26,Beginner,4.0
Benjamin East,20,1.5,25,Beginner,4.8
Mammoth Interactive  John Bura,20,34.0,170,Beginner,4.4
Mammoth Interactive  John Bura,20,45.0,200,All Levels,4.7
Mammoth Interactive  John Bura,20,34.0,170,Beginner,4.4
Darrel Wilson,20,1.5,9,Beginner,3.3
Diego Fernandez,20,8.0,43,Expert,3.2
Aakash Pawar,20,4.5,66,Beginner,3.7
Jason Bentley,20,2.5,32,Beginner,4.0
HN Academy,20,2.0,48,Beginner,4.6
Neil North,20,2.0,25,Intermediate,4.5
Yohann Taieb,20,3.5,40,All Levels,3.9
Zaki Badr,20,5.5,46,Beginner,3.8
Code gurus by Catalin,20,6.0,55,All Levels,3.7
Toshendra Sharma,20,36.0,8,Beginner,3.1
Jayce Bahringer,20,1.0,15,All Levels,4.0
Penny de Byl  Penny  Holistic3D com,25,6.5,44,Intermediate,4.9
Mateusz Chrzonstowski,20,5.0,65,Intermediate,4.0
Pawe  Krakowiak,20,1.0,250,Beginner,4.1
Sandeep Ghosh,20,5.5,51,All Levels,4.0
Laurence Svekis,20,3.0,45,All Levels,4.2
